标签,内容
1,牧民代表：蒙牛伊利没有任何毛病，因为有毛病的都是喝奶的人
0,整体感觉比较好软硬件都达到了4星标准，就是房间里有一点点的异味。
0,还行。因为是帮朋友订的，没有听说有啥不好的。总体感觉还可以的
1,请问5月27号的订单已付款为何现在还没收到呢你们的快递公司是怎么发货的啊？
1,稍微重了一些； 钢琴漆顶盖太容易沾指纹； 电源适配器使用一段时间之后比较烫手...
0,这套大卡，我喜欢它的地方是：一方面它的认知全部是实物图片，这样不会误导宝宝认知。另一方面它配有和物品有关的儿歌，使得认物变的生动有趣。再者，它的卡纸对宝宝来说够大，并且质量还不错，至少那么久以来没被我家的弄烂，呵呵。这套卡可以根据需要拆开，或者用配的挂杆挂起来给宝宝看。另外是礼盒装的，送人也很体面实用。只是当当送来的时候瘪盒了：（这套大卡儿子持续喜欢了很久，一岁过的时候尤其喜欢，天天都要看无数遍，一直到一岁八九个月时候都还很喜欢。记得那段时间刚好带儿子回老家，没有带任何书，哄他睡觉的时候我就和他一起回忆大卡上的儿歌，一首接一首的复述。那时候我才忽然发现，平时看书的时候并没有很多反应的小家伙，已经能把上面的儿歌几乎全部复述完整了。
0,"每次去哈尔滨都住这里,也不是咋爽,就是习惯了江景房那边不能开窗,一直有机器的轰鸣声,关窗没问题出行打车很方便说个事大家注意,一天早餐看到一个和尚,和几个山东老几一顿崩,还给他们请了菩萨,搞了二百块吧,问服务员小妹,曰:他不住这里,是来挣钱的,总来"
1,后盖想打开，就的用拇指压，结果压也不开，那就只好用尖锐的东西压了，比如说电线插头，螺丝刀，不撬坏才怪！内存太小，MP3下三首就没地方了！
0,买了第五台了，相当不错
1,书中写的你觉得对的就相信，有些认为不对的，最好是不要相信，如果都信书上说的估计每个人都癌症早期了！还有就是穴道对我们一般上班族来说，不太容易找到！
0,形式多样，有连线、有拼图、有涂色~~~深浅适中，有的题特简单，对于四岁孩子来讲，想都不用想；有些题就有点难度了，得琢磨会儿；我觉得这种安排非常好，过难的题，孩子根本不爱做，一会儿就烦了；太简单的题，孩子晚上回家一会儿就做完一本，也没什么意义；这种简单的内容里穿插几道难题，不错；（当然了，对于其他孩子来讲也不见难，也许是我们在某些方面比较欠缺；同时也说明这套书比较全面）
0,国产的本能做到这样，心满意足了 大方，好看，老婆也很喜欢 以前我也是非ibm 非sony不用 现在觉得本本就是一低值易耗品，用个两三年也就有新的了 价格嘛太贵了不合适，太便宜了我不敢要 实用的就挑6K-8K的，再有点轻薄或者大屏或者好看等要求就挑8K-10K的 再贵了没必要
1,XP超难装，送货速度简直慢的没法说了，打了无数次客服电话都说马上处理马上处理，处理了几天才给我送过来
1,这本书本来挺喜欢的...搞得寄过来之后...发现封面的折痕特别严重。。。里面也是..特失望......下次别这样了//
1,"杜拉拉2没有1精彩,似乎为写而做,有拼凑嫌疑."
0,交通方便服务周到，很不错的酒店。唯一不满意的是价格没有竞争力，比汉庭的普通会员还贵。而且没有早餐送，比较遗憾。
1,硬盘响声比较大，能听到较大的可可声。不知道大家有没有这种问题。机器发热比较大，键盘中间按键比较松，一按下几个。
1,1、反映速度：好慢好慢，无论是开机还是连入网络，还有删除短信，输入短信文字，都好慢。2、有点爱死机。3、铃声与图片无法下载。4、机子密封不好，用到1个半月时，屏幕下面已经进去了细小的灰尘。很明显，感觉有些不舒服。
1,"房间一般，真的很一般。没有早餐。还是个办公楼，人很杂。宾馆反馈 2008年4月25日 ： 房间视个人喜好而定,可能您不喜欢我们的客房类型,关于办公楼,我们大厦办公房间所占比例很小,还不到10%,希望您给予谅解和支持!"
0,屏幕大，便于观看！屏幕色彩艳丽，内置主题很漂亮！通讯录容量较大！支持来电防火墙！
0,还不错可以做U盘，MP3还不错的吗，歌曲声音还算可以，还支持来电个人图片，呵呵。。。
1,"2008年02月17日入住兴亚建国饭店,连四星的标准都不够,墙上有多处明显裂缝,卫生间的设施生锈,前台服务一般.服务员还说480元是特价期间的价格.携程订单上有水果送的,一直也没见送.郑州的5星酒店是应该重新评级了"
1,笔记本的下半部分是梯形设计，放在桌子上不容易找网口和其他接口
1,中午1点入住，到达房间门口却发现两张房卡均无法打开门锁，叫来楼层服务员打开后承诺马上把好的房卡送上来，直至下午6点也未见有人送卡，只得下楼自取。出去就餐后回来，被告知电梯漏水停用，现场一片混乱，无人能确定如何回房。冒险乘坐唯一一部回到房间，却发现床头灯自动忽亮忽灭，水箱没水，房门没锁，叫来服务员后经检查被告知需要换房，此时已近夜11点，调换到新房间后只想尽早洗澡睡觉，不想浴室内却无洗头液沐浴液，牙刷盒内并无牙刷等物品，只有空盒。实在沮丧，该酒店无论硬件软件均无法达到5星标准，充其量就是3星。下次绝不再住！！！！
0,我是上个周末的下午五点钟支付购买的，当时的价格还是4699，到晚上一看已经变成4999了，应该是京东周末做活动吧，让我节省了300块。
1,收货时发现没有光盘，送货的说必须全做退货处理。结果还要重下订单，要买的别的还没货了，我在担心，再送来不知还会不会又没光碟，又得退，因为那本书是原封的。
0,上课玩“鸭子”然后我还分不清楚那是鸭子还是公鸡反正它会叫哈哈哈，，ZW和SY起外号什么伊利蒙牛光明优乐美啊哈哈笑死我，，每天玩得疯疯的前后桌欢乐多放学去棉中 期中考加油噢亲。。在棉中居然遇到你@倾身为国-ZXX
0,房间很干净 完全对得起3星的标准 服务态度也还可以 保安警觉性也满好 也满安静的 早餐很差 不是一般的差 除了早餐外 其他都满满意的。
0,不错的酒店，就是房间较小了一点，床较硬了点儿，其它都还不错
0,从组织成长角度看，四大名著是有分工的，西游记讲的是草创阶段的组织，如何活下去是最重要的；三国演义是讲国家级大组织的，如何强大、垄断是主要的，重点是如何强大；红楼梦是讲家族型组织的，它最重要的是如何保持、延续问题。比较而言，水浒传讲的是小组织如何变成大组织的难题，山头、门派，都有成长的要求，因此这部书讲的是怎么壮大的问题。它的智慧，都在这里。
0,该酒店2008年刚刚装修，室内有浓重的装修建材味道，且窗户无法打开。另外该酒店重新装修过之后改名为现在的仁民，故大多的士司机不清楚酒店的位置
1,我觉得这么厚一本书，讲述着一个道理，看得我是在看不下去了，有点失望。
1,从来没看过，不太值得。可能不太适合吧
1,企业的食品安全出了问题，应该对消费者怀着歉意，更应该感激消费者对企业的监督。对这件事情的处理，蒙牛真的让人很无语、很失望。它丢失了消费者对它的信任。
0,这本书真的很好啊，应该打五星，只可惜评分好像无法修改，很有作者的个人风格和简介，能学到不少健康知识，作者您还能再出书吗？要是还出这样的好书，我一定买。谢谢当当热心的顾客推荐，我才能买到这些好书，也谢谢当当，祝好心人合家欢乐，身体健康！~
1,太恶劣了！！！报价根本没有说清楚是主楼还是东楼。还以为是四星级酒店，结果到了之后让住得是东楼，东楼的设施根本谈不上星级，还不如一个普通的小旅馆。极其简陋，还没有电梯。摆明了是挂羊头卖狗肉，欺骗人的！！！早餐太难吃了。
1,读此书几章，是难读完！内容好像是***宣传的东西，叫人逆来顺受，凡事忍气吞声，强调调节自己的心情。类似阿Q精神自我释然。读本书不能让人精神气爽，更不能让人励精图治，也不像散文让人清净。总之超作胜于本书价值！
0,最近不知怎么回事，出了很多后宫方面的书，看得我这叫郁闷。早就关注大心的这本了，看到上架了马上订货，还好，第二天就送到了。结果看到凌晨4点，为了还能睁着眼上班必须眯几个小时。一句话，太好看了，怎么能这么好看！我也是一直看大心的NP结局，这次可能为了出版吧，还是有些遗憾。看过大心的色遍后，就觉得无法比拟的好看，真希望能出版啊！
0,1、桔黄色灯光炫目2、四合弦铃声动听3、七十克机身轻巧4、一星期待机舒服5、200条电话记录省纸6、210条短信容量省脑7、IP电话一键接通省事8、动画屏保有趣9、图形待机美观10、通话清晰舒心
0,低价位，中性能，因为不需要很高配置，看中该款是商务机型，相信做工，所以选择该款
1,跟风的人总是很多，这一次也跟了一把，不出所料，内容平平不说，一点可读性也没有
0,电池６小时续航，不是介绍的８小时．外观不错，2999买的，买后1天怎么就涨价了？这也算是赚钱了？
1,实在是太失望了，本来希望能够增加词汇量可是打开看后字太小，内容太乱并不适合我这种初级水平，还有零基础入门版的书吗？要是可以换其他书也行！
1,"字太小,躺着看时太累.关于吃的篇幅很多.我也一个人住,才不愿意花那么多时间自己在家折腾吃的."
0,我看这本书是朋友介绍的，看了以后觉得真的自己对自己的身体很不了解。我们学习的时代全是物理化学等等，根本没有这样一类实用的书。感谢吴老师！教我了解自己的身体，并很好的运用她！我们相信人体必定比他自己设计出来的个人电脑更完美，保持健康应该就像使用个人电脑一样简单，只要依照操作说明书，不要随便施以干扰，正确地使用就行了。这本《人体使用手册》，希望帮助大家更早地学会如何正确地使用身体。
1,没什么故事情节，都是主人公在叙述，身边的亲人一个个死去了，唯有他还活着！真是太累心了！受不了这样题材的小说！
1,麦克风和喇叭有共鸣，合上盖子后有尖锐的噪音，软件调节无效，是设计瑕疵 LED屏幕色彩通病：偏红 边角处理的一般，顶盖强度稍差
0,回复 下次要买真正的蒙大牛酸酸乳了感谢支持蒙牛(可这图片..)
1,这本书的观点有点不太客观，太过现实！不太符合成熟女性的人生观！不太喜欢！有点失望的！
1,每一本都是这样的，简直象是盗版书，如果是正规出版印刷，这样的封面质量怎么出得了门？！儿子才6个月，里面怎么样还没有看，以后看了再评论这套书的“内涵”吧。。。。真是的，拿出来把我吓一跳
0,看完这本书，不，应该是看完这封信，觉得这样比较适合，因为它比较短，给人感觉自己应该在年轻时急切的去追寻自己的梦想，只要你是非常非常非常想要得到的，就得去追寻，去努力，哪怕受到一些的不公平、哪怕看起来有些不合乎常理的（诗人去学经济），那些不公平在今后看来都是微不足道的、那些不合乎常理的事情其实是可以做到的，甚至做的很好的。希望作者能写些更详细的东西给年轻人，那就更好了，我期待！
0,原以为关于中医的书都会像古文言文一样晦涩难懂，读完武老师的书后，发现原来中医知识也可以写得像散文一样娓娓道来，优美而不失其专业特点，简短而不失其深刻道理，通俗而不失其大智慧，是一本值得一读的好书，个人觉得美中不足的一点就是，通读过后，觉得内容有点少，若能系统介绍相关穴位疗效，相信定会有更多养生朋友获益，而不仅仅是只记得几个关键穴位。
1,感觉没有什么深度。不知道为什么会成为畅销书。
0,房间能观景，很好~~主要是很方便。出门就是太平洋广场，很繁华的地段
1,我前天拿的机器。坏了，充不足电。今天去修理，他们说主板坏了，要返厂。我说那就换一个吧。他们说要瞧一下外观，就把机器拿走了，回来说有一条利器的划痕，说不能换，要换就要１２０元。我的机器回家就充电，根本就没有往外拿过。他们这么做太过分了。结果消协也没有什么办法。这样的法律还不健全。只能自己吃亏。太气人了。
1,没加内存，vista比较慢，ibm XP恢复盘比较难下载！第三方送货挺慢的。
1,"我到现在都还没有收到书啦,当当真的好慢.上个星期买的书,本想这个星期六看都没得看"
0,"海景房果然名不虚传, 可以看到整个港岛的景色.服务也很周到.交通也算方便,就是打车去港岛成本比较高, 购物很方便,酒店旁边就有SOGO. 总体来说,非常好的酒店. 绝对值得一住."
1,"死机,烦死了"
1,买来后，宝宝不喜欢，我也不喜欢。说这书如南橘北枳，是因为小朋友的书教的是日常生活中常见事物，可是这套书比如很多车，是在国外有的，在中国根本没有，也不是这么叫法，告诉他这些陌生的，翻译过来的东西有什么用呢？在中国看不见；在国外，也听不懂。还不如，保留原来的英文，不要翻译还更实用呢！
0,还可以品牌赞助拉动内需啊，牛奶人的紧身衣上写蒙牛赞助什么的
0,外形刚中有柔，不是很生硬。OLED外屏的天蓝色冷光和宝石蓝色很配，因为是冷光设计所以白天用显示也很清楚。铃声方面还行，和弦音色很好听，声音也够大，还可以下载自己喜欢的铃声。
0,HP国际品牌，4411S笔记本键盘做的打破了以往的风格。外观设计很时尚。有IBM 小黑的个性 电池不错。正常情况下可以使用2-3个小时
0,服务态度很不错，呵呵，而且离我们去的地方非常近，非常方便，环境也很好，希望下次还可以住那里
1,自己不买和告诫身边的人就好了! 你要理解这个世界傻逼的人总是存在的.对不起，又打错别字了 抵制蒙牛两年了。没用，人家造赚
1,"上当受骗,买的时候没仔细看,不是张爱玲的小说."
0,看多了四四，十四那个时期的穿越文，偶然看见这本关于皇太极的还蛮感兴趣的。作者秉承了一贯的作风，在史实上加以想象和虚构，有点类似乎《鸾》，都是先穿越到了别人的身体里，本身在之前的身体去了后，又穿越，和男主再轰轰烈烈来一次。皇太极自始至终只爱悠然，不管是不是那个顶着女真第一美女称号的东哥，还是实实在在的步悠然，爱得彻底，爱得缠绵。很敬佩作者认真的研究历史的精神。叹一个。
0,"虽然不能达到说的9.5小时,不过可以用7个小时也很牛了,样子不错"
1,1，没有什么快捷键，所有快键都得通过FN来操作，不大方便。 2，这是SIS主板，不是英特尔原装主板，不支持双通道内存，怪不得价格比较低。
0,热水器相当不错，中午送到的货，下午就安装好了。好评！
1,"我还以为很搞笑,买来才发现也不怎么样啊"
0,非常喜欢作者的文笔，从中可以找到两人间的相处之道，不管是交往中的情侣，还是过着婚姻生活的夫妻，大家都要相互迁就，努力学习，我觉得这应该是我们要用一生用心经营的课题了：）它是不分性别，不分年龄，不分人生历练程度的，人生的每段时光，都有我们要了解，深知的哲理！也希望大家能相互分享你自己的感悟，谢谢~
0,"感觉非常奇怪,这套书我明明都写了两次评论了,可我的当当始终提醒我对这套书写评论!晕啊!这是套很好的书,也不用我写几次评论吧!"
1,内容还算过的去，不过以文采来说，就一般。说的只是一些大道理不过还是给人些启示的。不过这本书更适合有理想的女孩
0,酒店靠近火车站，交通还算方便。软件方面酒店人员的服务态度不错，任何事情都及时回复。硬件方面优点是房间比较宽敞，设施还可以，洗澡水也非常大，这一点很舒服。唯一的缺点就是卫生间稍微小了点。总体来件性价比不错的一家酒店，以后还会入住。
0,在两岁左右在当当上先后看推荐买过噼里啪啦系列、不一样的朵梅拉系列，感觉噼里啪啦宝宝不太感兴趣，可能过了那个年龄，朵梅拉又要再大一点再看。现在汤姆系列第一集很适合两岁多的宝宝，画面温馨，对白、故事情节很贴近生活实际。我宝宝喜欢玩沙子，去看海那一集讲到最后大海把沙子做的城堡冲走了，宝宝也很难过。他好像能跟书中汤姆的情绪共鸣。我感觉宝宝喜欢就是最好的。推荐2岁左右的宝宝赶快买。
1,员工素质很差。虽然通过携程订了酒店后。到期后想延住，携程通知了没有房间，于是我想通过前台再看看能不能有房间，实在不行再搬也行。结果前台有两个员工说话很不礼貌，说我爱住不住，他们没房间就要让我退房，后来销售解决问题后，我还算满意，结果今天一给酒店打电话，才发现又被那个销售骗了。当时答应说给我订房，还跟我确认了价格，结果其实根本就没订，还说跟我说的是下次如果我再订，他再帮我安排，再也没有下次了。如果不讲信用的酒店。根本没法住。
1,1，速度极慢。比我两年前用的名人慢很多很多！删除全部200条短信居然用了1分钟，恐怖！2，不方便使用，界面不友好。连接各项目的排序匪夷所思，缺乏常理，要很长时间才能掌握。发短信的时候选不同的用户很不好用，尤其是用来保存电话本的软件，其不易使用更是超乎想象。建议联想少投点广告，多投点钱在优质开发工程师上。3，傻大。4，售后差。400电话不受理售后，北京售后电话的人不了解新机型，问题要两天才给解答，谁等得了！！！差极了，气愤！！！
0,对于汪大明，个人感觉对于官场并不是很熟悉，除了在对付丁胜贤感觉有点手段。其他就没有感觉到能做到厅长能力。就是在压赌陈伟阳有点跟主题的“赌博”主题牵涉关系。故事情节根本就没有微软主题那样“步步为局”，不过主题到时围绕的不错。在整本书中对于侧面描写的郭天宝倒是很喜欢，个人觉得如果从郭天宝的为人处事写，如果写的好那可能会相当成。这些纯属跟人观点。哈哈
0,如家，一贯的风格，房间也是这样，怎么说，如家的价格还是比较实在，在上海住店，能干净、价格优惠就行了。。。
0,"总有一天,我们会对流逝的时间和消失的往事习以为常.无论和谁,以怎样的方式结束....溺水者怎知道，是哪一滴水要了他的命。。那一天我二十一岁，在我一生的黄金时代。我有好多奢望。我想爱，想吃，还想在一瞬间变成天上半明半暗的云千万人之中，遇到你所遇到的人，于千万年之中，时间的无涯荒野里，没有早一步，也没有晚一不，刚巧赶上了"
0,材质非常的好，感觉面板亮度极高，观感非常的好。旋转的手感也很舒服，卡位坚固、旋转顺滑，各个按键的手感都相当不错。另外，这款手机的功能也十分丰富。有一个BlackBerry邮件服务功能，阅读和管理e-mail非常方便。还有语音、短信、日程表等管理功能。
1,我是14号下的订单、汇的款，怎么还没到呀？
0,性价比很高，金属外壳很有质感。喇叭的效果很好，外放音量很足。
1,一点都不好看 刚翻几页就不想看了 没办法吸引读者
0,我喜欢demom制造的蒙牛奶
1,这套猫和老鼠，本来定了打算送给朋友的，可是第一次送货十多套，包装每一个好的，质量都有问题。听送货的说换货更麻烦，不如直接退货，再重新下订单，如此反复数次，我要的数量还没送齐。投诉无门！！！！伤心啊！！！！不过总的说这套盘只能说是物美价廉，看后发现不是正版，图像质量一般，送人要想清楚！
1,"给孩子朗读的好处大家都知道,关键是如何读,读什么.书中举的例子都是国外的,没有中国孩子的读书名单."
1,抵制蒙牛
1,西方的教育方法，不一定适合我们，而且感觉有点枯燥
0,刚拿给女儿看这套书时，女儿以为又是让她学习的书，所以有些抵触，不想看。过了两天，我找一个女儿心情好的晚上和她一起躺在床上看。做过两本书上的练习之后，女儿全做对了，她一下子来了兴趣，说，这书好玩，我喜欢。就这样，我给女儿隔几天就做一下这套书上的练习，除了《简单的算术》那本她不喜欢也不会做（毕竟她才四岁），其余几本书她都喜欢看。有种成就感吧。
1,与同买的汤姆系列，这个一直搁浅，感觉很乱，没有故事情节。3岁3个月男孩，不打算再买此系列的书
1,真爱生命远离蒙牛，国产牛奶还能喝吗？特伦苏也沦陷了
1,短信输入太差了，电话簿太不合理了，还自动丢失电话号码，反应迟钝，会死机
1,个人不是很喜欢这书，主角的故事太假……一个农村出来的一贫如洗的女孩子，最多一个小学文化，在一个贵族老太的指点了一两年，再读个心理学课程就能当心理师了？太玄乎……不真实
0,图它小巧带着方便 发热量不是很大 有点珍珠白的颜色，很喜欢。 键盘按起来很舒服，触摸板挺人性化的。
0,比较轻，升级到667总线之后比533的时候快一些了，预装的系统是xp3的。
0,我觉得一本好书，是文字好、故事好兼顾的，这个系列书用诙谐的文字写出了生动的故事，配合充满童趣的画。让孩子和大人都非常喜欢，孩子认字前我给他念，他听得开心，我讲得也高兴，真是好书。送给不爱看中文书的小“海龟“，他们的妈妈说让他们也很喜欢看呢，够吸引人。感谢原作者同时也要感谢译者的努力，通过好的翻译让我们得以欣赏到这样好的书。
1,删除LIUNX系统有点麻烦。屏幕太小分辨率只有 1024*600看都不舒服。
1,不喜欢这外壳～容易留下指手印! 另外，开机后有一个小红亮点。关机是看不出来的，不知道能不能换
0,这个酒店设施还可以，早餐也还可以，位于的路段也很方便。我们住的是商务电脑房，房间里配有电脑，上网速度也很快。就是房间很小，电脑台与床很近，打电脑的时候连走路也不能走。浴室是透明，适合情侣和夫妻~~。
1,安装不是很方便，特别是sata驱动。有3个未知设备。不知道是什么。
1,客观地说，这个酒店不怎么样。列出来大家参考：一、晚上八点半到的，没看到门童；二、没有吹风机，三、网线收在电视柜后面，打电话到客房中心才知道还是有网线的；四、第二天想迟个十来分钟退房，前台说没办法，要加收钱，住了这么多酒店头回见着这么呆板的；五、结账时要个信封，没有。六、结账时水单没给我，打电话过去要，说要一点半后再打过去帮我查。这种酒店还能挂星啊？
1,没酒店住，又住了一次。小姐骚扰从8点一次，变成两次，晚上9点多，和12点多。都睡觉了，气到想报警。前台告诉我，这个不是酒店责任。真搞笑，其他酒店都没有小姐骚扰，就华侨小姐上窜下跳，比老鼠还厉害。这次还有女同事同行，而隔壁房间的女同事没有接到任何骚扰电话。我该佩服小姐的智商还是该骂酒店卖客人呢？
1,蒙牛回收篡改奶：何不重罚以儆效尤？
1,胡兰成这个人如果和文章一样让人觉得舒服，那就真不错了。有人说胡兰成是无知的残忍，就像小孩不懂事，随便毁坏一样东西，还在那边邀功请赏，希望得到大家的认同，别人最好拍手鼓掌那自己就更问心无愧了。为什么文和人不能划等号呢，搞不懂！
1,还有一个问题就是，酒店的早餐品种太少，而且味道也很一般，早餐的牛奶不是鲜奶，而且没有果汁。不过房间送餐倒是还行，特别是15块的水果沙拉，每天都要点一份。
1,买了马上就后悔了，冲动是魔鬼，炒作是魔鬼的爸爸！
0,像传统的民族企业家，哇哈哈总裁宗庆后，蒙牛的牛根生，都是很忠厚感恩的企业家…
0,便宜，做工很好，外观漂亮，配置较高，配的是厚电池待机时间较长。
0,看完后不仅对中国以前以及现在所在进行的改革有了新的认识，同时也对社会和生活在这个社会中的人有了新的启发。很多事情不是我们所左右的了的，时代造就了很多英雄，同样也湮没了很多人，我们生活在这个时代，这个社会中，最应该学会的就是顺应时势！不管你做的是惊天动地的大事，还是过自己安稳的小日子，要想过的好都不要违背时代发展的趋势！
1,当当网的服务非常差，连同它们的客服也是敷衍了事，简直就是一种无人管理的地步，在他家买东西，出了事就别想解决，这种公司，离关门不远啦！虽然是个黄金VIP买家，以后也再也不会来了！
1,"这个价格来说酒店糟透了.大堂很差很脏,我订的是商务套房,客厅里居然窗户都没有,灯光昏暗.所有的洗淑用品包括毛巾质量都很差.房间有一股味道.用我的笔记本上网时好时坏,到后来索性就连不上了,我只好用自己的无线都比它的强.反正以后不会再考虑这家了"
1,抵制无良企业！让更多人拒绝麦当劳，拒绝肯德基，就好像拒绝蒙牛伊利一样！
1,买了就后悔了，没什么用，趣味性也不强
1,"3月24日下定单买,结果昨天短信通知说, 超出派送范围,不给派.现在钱也付了,还不知道能不能拿到东西呢. 回拨电话,说不知道这回事,不认识什么当当.找的什么快递啊,真差劲!客服电话一直占线,不知道在搞什么.谁能告诉我什么时候可以拿到书!!!"
0,买了送人，所以自己也买看到机器，不过对方说挺好看的，配置和价格也比较合理。
1,这套书并不吸引小朋友，而且有许多英文不知该如何教，总之实用性很差。
1,我很遗憾。我是收到当当网的推荐书EMAIL而购买此书的。没想到里面充斥着广告和作者的自我标榜。我很遗憾没能看到我原本期待的作者一步步走来的真实经历，也遗憾于我欣赏的当当网会将这样的书作为推荐书带给读者。
0,１.采用磨沙外壳，机身质感很强，支持更换外壳；２.按键手感舒适；３.屏幕色彩过渡自然而丰富，文本清晰锐利，亮度均匀；４.铃声音色纯正饱满，层次感分明，穿透力强，支持自编；５.支持3GP、H263、MPEG-4格式文件的播放；６.拍摄功能较为强大；７.支持SMS、MMS、EMS和VMS的发送和接收，还支持短信群发功能；８.支持GPRS、JAVA和红外；９.内置游戏可玩性高；１０.电池待机时间长； 
1,招待所而已吧，唯一可取之处就是交通还行，三环边上。
0,铃声音色不错。显示效果也可以。电话薄500条，平常足够用了，而且支持分组，还可以在联系人项目里添加：四个电话号码、QQ号以及备忘录等。
0,样子还好，送老婆的，她很喜欢，系统运行还流畅，给她看看网络电影可以了
1,真不知为什么该书排行榜一直靠前，这是我看过的历史书籍，写作水平及文法最差的！！！差的没法评论。小说不像小说、传记不像传记，散文不像散文，正史不像正史，戏说不像戏说.....想学易中天，形似神不似，想学郭德刚，有缺乏幽默感....全是作者在用连中学生都不如的，貌似华丽的的文辞在不停的堆砌.....不知其他读者有无同感？
0,"轻巧,本来就想到了x系列应该比较轻巧，不过也没想到这么轻。比我原来用的华硕A8Js轻了不是一点点。"
0,#蒙牛早安#我是最棒的！！！迟到ing~
1,1、电池比较差，没有9.5小时，工艺不行，充电到100%还是显示充电，而不是自动停止充电。2、N280的速度不行，不管是启动，还是运行，比较慢。存建3、内议标配2G。4、本本散热不行。5、适配器很热
0,伊利以后是蒙牛，光明。难道我们要喝完达山？
1,蒙牛这样的企业怎么能不垮呢？牛根生很拽得说，官瘾没过够，擦！月满则亏…
0,宝宝一岁两个月买了这套书，他非常喜欢，因为书的内容浅显易懂，最重要的是几乎每一页上都有可以让宝宝翻动折起的地方，小小的马桶盖，五颜六色的泡泡，内容丰富的冰箱...激发宝宝探索的欲望，值得推荐！提醒一点要注意，最好大人拿着书给宝宝讲，同时引导鼓励宝宝翻动书中的活动部分，不要让宝宝自己拿着书自由翻看，否则宝宝自己容易把书中活动的地方撕下来。
0,京东的配货速度是越来越快了，值得顶一个。东西也蛮不错的，完美屏，功能强大，实惠，是咱老百姓的极佳之选。在这个价位能有这样的机型，实在难得，京东加油。。。支持你、、、、、
1,目前有个疑惑：按最左边的电源按钮可以开机，按旁边的那个触摸点也可以开机，为啥呢？
0,加在（第二段的最后）：浅吟低唱着那如灼灼清酒般媚人的情愫，亦是使唇齿留香，浓郁且甜蜜..
0,大堂不错，有四星的样子，房间的设施一般，感觉有点旧，卫生间细节不错，各种配套东西都不错，感觉还可以，有机会再去泰山还要入住。
1,电池续航能力不太好，只有一个半小时。介绍里说的“华硕Splendid靓彩技术 ”不知道怎么启动。
0,这个价位上最超值的了，配置也算合理，上网文档高清1080p简单游戏都能应付，做工还可以，到手是完美屏，发热噪音都不大，屏轴很结实，――对得起2999啦
0,很轻，几乎没有噪音，连硬盘转的声音都几乎听不见。配置主流，用相关软件测试了，cpu温度在今天这么热的天气也只有39。做工很精细，外表没的说，让人有一种爱不释手的感觉。确实是一款难得的笔记本。
0,舞台中央的奶滴形象真耀眼。这是今晚在发布会现场出现最多的图案了。由此可以看出蒙牛是真的决心从点滴开始改变了，也期待每一滴牛奶的改变和每一米幸福的降临！
0,这是一本为破除西方人对统计数字的迷信而写的有针对性的科普书。西方人崇尚用事实和数据说话，任何观点，只要拿出了相应的统计数据，似乎就有了站得住脚的理由。实际上呢，可能事实远非统计数字所表现的那样。现在中国的媒体对房地产市场的调查也报道用了很多书里揭穿的伎俩，看一看有助于在纷繁复杂的信息社会保持清醒的头脑，不那么容易被别有用心的某些人忽悠了，值得一读。
0,10寸上网本这个价非常划算啦~~除了山寨本外没有哪个性价比超过它的
0,小说一开始就写了一个很血腥的场面，拉到现实又是一样的血淋淋的画面，好象这个梵天之眼只能给人带来灾难，整篇小说读起来让我觉得很压抑，说不出来的感觉，作者写作有点过于神秘，有点夸张和造作之嫌，我感觉一般而已，特别是结尾，如果男主人公一直在医院，那些发生的故事，死去的人是真的吗，无法得知这个秘密是否真实存在。反正这样的结果我不能想象，好了就写这么多吧，愿意看的人可以买一本看看，感觉是不是和我一样呢
0,"这本书教给了我很多引导\教育孩子的方式\方法.让我受益非浅.原以为我自己很会教育孩子,看了这本书以后,才意识到,我所掌握的太肤浅.孩子的很多行为都能体现出妈妈在教育方面的效果,孩子的性格主要靠平时妈妈的行为引导,并不完全是遗传了,这本书让我学会了太多,建议没一位家长都买一本.让我们的宝贝健康快乐的成长,让幸福,自信,勇敢,豁达,正直,善良伴随他一生"
1,像蒙牛这样需尽快倒闭的企业不在少数 一部分人已经觉醒，还有很多人被蒙牛蒙在鼓里，快醒醒吧，可怜的国人，让我们一起来拒绝蒙牛，一起把这个无耻的坑害我们身体健康的企业送去地狱
1,"优点：1、地理位置闹中取静2、如果在五角场附近办事，交通还算方便缺点：1、房间内有浓重的烟味2、空调滴水刚好在楼下的玻璃钢瓦上，晚上比较吵3、洗澡水“小水无力”，感觉更像是“跑、冒、滴、漏”的水龙头3、早餐比较差(既没有""吃饱""的实实惠惠，也没有""吃好""的丰富多彩)4、毛巾泛黄5、枕头很尴尬(两个偏高、一个偏低)"
0,优点： 不错的本本，就是屏幕小点 不足： 不错的本本，就是屏幕小点
0,服务员态度等都不错，如果有定餐送餐服务就更完美了！
1,中国的奶业有几家能信赖的？ 我已经接近一年没有购买蒙牛的任何产品，抵制蒙牛，从自己做起 今天你让蒙牛活下去，明天它毒死你孩子。拒绝蒙牛，比拒绝日货更重要
